system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,EVI,NDRE,NDVI,NDWI,SAVI,VH,VH_VV,VV,VV_contrast,VV_ent,VV_var,agbd,agbd_se,elevation,slope,.geo
12291,0.2276,0.124415,0.03797,0.06171667,0.051975,0.112925,0.228495,0.2633,0.2743,0.28905,0.4270963498132712,0.4167474,0.68140376,0.09304646,0.4036035322915679,-16.5365618070829,-5.437191432228062,-11.09937037485484,125.86904761904762,4.185591843654906,130.0314369960961,96.627632,17.123693466186523,2014,28.655369,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.07668656097061,10.318835379270428]}"
12292,0.3022,0.190375,0.060971428,0.08591125,0.10728333,0.14685,0.19766666,0.22076666,0.2381,0.24885,0.22958119272125327,0.23704377,0.37875792,-0.11863776,0.23211365142569285,-15.400048571828078,-5.046548347847333,-10.353500223980745,50.55952380952381,3.9757925924270543,59.94203317901156,32.6919059753418,2.983527898788452,1938,14.509971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0540041000466,10.31905995809146]}"
12293,0.30015,0.18045,0.059841666,0.08735,0.1007,0.14818,0.2233,0.25286666,0.2734,0.289125,0.30217931297565614,0.2970255,0.46164128,-0.046639346,0.2963619874739384,-18.04699678347588,-5.662014725754432,-12.384982057721448,142.73214285714283,4.066797634131022,230.4421670288475,47.335602,17.127492904663086,1896,3.82219,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06747882930839,10.31905995809146]}"
12294,0.23495,0.132235,0.03846,0.0641,0.05855,0.116125,0.23195,0.2685375,0.2783,0.292275,0.4096297779414734,0.41116813,0.65236753,0.084461726,0.39388777631473704,-16.785051563331457,-6.433243564511317,-10.35180799882014,170.01884920634924,4.160836587206336,256.2990471072644,58.273555755615234,17.12639045715332,1909,15.645446,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0706229328028,10.31905995809146]}"
12295,0.25296667,0.14906667,0.04146667,0.063775,0.067216665,0.11718,0.19915,0.229575,0.2501,0.2671,0.3405902253097484,0.3619037,0.5763433,-0.0056984206,0.33564100634335686,-16.101089585305306,-5.126139837910953,-10.974949747394353,52.41468253968253,4.044300753322563,52.83130590199289,1.0619250535964966,3.0070250034332275,1894,2.0798829,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06388556817191,10.31928453691249]}"
12296,0.276425,0.1688,0.047066666,0.0711,0.0786,0.1223,0.19583334,0.22555,0.249375,0.261225,0.3120945294230864,0.34189817,0.5206952,-0.05144542,0.30938434902316114,-17.140352118088586,-5.416759310094989,-11.723592807993597,87.57341269841271,4.030676053248616,167.16737528344038,47.957062,17.127178192138672,1895,5.415647,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06725425048735,10.31928453691249]}"
12297,0.2534,0.14665,0.046466667,0.072325,0.08036666,0.129825,0.20203333,0.2272,0.245275,0.2588,0.29896906042598964,0.30778462,0.5064104,-0.01629316,0.29960032576236073,-16.40317956031778,-5.364736370252533,-11.038443190065248,136.38888888888889,4.020037705283724,181.44621992314387,11.815868377685547,17.13868522644043,1946,16.444454,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05377952122556,10.319509115733519]}"
12298,0.2708,0.15595,0.041109525,0.07096,0.0729,0.13366666,0.2426,0.27855,0.3051,0.320925,0.4047613143235885,0.3907164,0.6142857,0.05955895,0.39669703708905846,-16.348902222144012,-5.891447257541984,-10.457454964602029,178.0813492063492,4.136054443786778,147.4907801083391,19.72358512878418,17.132366180419922,1905,9.082812,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.07039835398177,10.319509115733519]}"
12299,0.199725,0.10915,0.0274625,0.0469625,0.0328,0.0981,0.22115,0.26306668,0.26318333,0.285975,0.4592915596965574,0.4569359,0.7783659,0.13708615,0.43414852660722886,-14.09729988320767,-6.88146677664236,-7.21583310656531,148.83035714285714,4.162211879231256,101.64974942524532,54.78579330444336,17.12989044189453,1988,17.459963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0773602974337,10.319509115733519]}"
12300,0.268,0.1628,0.054266665,0.080466665,0.0898625,0.132775,0.20186667,0.2272,0.24476667,0.2557,0.2812467743474008,0.29663396,0.46291292,-0.045309767,0.2783945909711278,-17.795792488048097,-4.844163154339604,-12.951629333708492,89.96031746031746,4.053563809262535,97.12258086105248,1.7482229471206665,3.0032169818878174,1897,8.341057,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06366098935088,10.319733694554548]}"
12301,0.26666668,0.16535,0.04605,0.07114445,0.07885,0.127525,0.1922,0.219675,0.23115,0.247,0.2801950144338876,0.28891057,0.49129033,-0.0713449,0.2820370365600909,-17.150696542436123,-5.774001871499994,-11.376694670936129,139.37896825396825,4.078487616342845,196.44865677752205,55.16546630859375,17.125410079956055,1901,12.024223,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06994919633972,10.319733694554548]}"
12302,0.248275,0.14015,0.046516668,0.07405,0.080466665,0.12777142,0.2110625,0.2386,0.25195,0.27064,0.3093412703762009,0.32702547,0.51586866,0.007346692,0.30900990774022585,-14.974855539249276,-5.999933134156706,-8.97492240509257,206.80158730158732,4.1233800447554945,267.15101017255984,13.886347770690918,17.13459587097168,1956,9.579062,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0533303635835,10.319958273375578]}"
12303,0.27244,0.158775,0.04048,0.068333335,0.06705,0.1293625,0.2368,0.272375,0.29333332,0.3043,0.4063899048250066,0.38791683,0.6278962,0.03692881,0.3945043672341465,-16.01940349606636,-5.764984400381671,-10.254419095684689,109.7906746031746,3.9682284862899895,141.43978627331126,14.862648010253906,17.13539695739746,1899,7.4655857,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.07017377516074,10.319958273375578]}"
12304,0.1824,0.0953,0.0238,0.04345,0.031,0.0877,0.20033333,0.23385,0.2422,0.25875,0.4225014072159705,0.46832374,0.77306,0.14083843,0.40972581897185023,-14.700777176027085,-6.521340907735942,-8.179436268291143,220.24007936507934,4.1893940619516785,309.9135664682417,49.01844024658203,17.127081,1972,13.678348,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.07758487625473,10.319958273375578]}"
12305,0.28965,0.182475,0.05369333,0.0774,0.0957,0.13446,0.18773334,0.210625,0.22635,0.23845,0.23366239037673572,0.25467697,0.40568233,-0.12267442,0.23839789250939808,-16.635255709835924,-5.908611625873398,-10.726644083962526,83.25,3.916162826945741,97.23032210569,8.368968963623047,2.988065004348755,1912,12.997358,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06343641052985,10.320182852196607]}"
12306,0.2855,0.1718,0.0511,0.076625,0.08985,0.13885,0.209,0.23775,0.24885,0.2663,0.28297857450752695,0.28372452,0.46944198,-0.06858798,0.28436866776717085,-16.118699732208675,-4.987080426084731,-11.131619306123945,40.62797619047619,3.992451203872348,79.92553520250112,80.52128601074219,17.127269744873047,1907,17.188047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06658051402427,10.320182852196607]}"
12307,0.27048334,0.153075,0.0536125,0.0826,0.08735,0.141575,0.24775,0.2766,0.2956,0.31025,0.367256407612904,0.35231888,0.54380465,0.044369176,0.35378559405286125,-16.773753301348098,-5.320570734459491,-11.453182566888607,221.40376984126988,4.103761968172135,249.27751696741507,12.805482864379883,17.136837005615234,1954,12.024223,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05310578476248,10.320407431017639]}"
12308,0.26233333,0.1661,0.0464,0.067775,0.08035,0.1203125,0.16805834,0.18958333,0.2042,0.21686667,0.23135695351406482,0.25850314,0.43524864,-0.124607034,0.23679179811822007,-15.972670888500874,-5.182734665592166,-10.789936222908707,89.3988095238095,3.7924744344216688,77.72558815192315,3.4542899131774902,2.997028112411499,1917,10.736228,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0629872528878,10.320407431017639]}"
12309,0.2692625,0.16236667,0.05027143,0.07555,0.083733335,0.1297,0.20218334,0.22658333,0.24085,0.25705,0.2875037011538929,0.2999595,0.48405647,-0.05569848,0.2858110140745088,-18.100436807062472,-5.076666051053321,-13.023770756009151,86.78273809523809,4.138144268795147,152.77739492786714,12.913933753967285,17.137447357177734,1893,4.721592,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06972461751869,10.320407431017639]}"
12310,0.234,0.13133334,0.0393,0.06697143,0.05845,0.1165,0.24095,0.2738,0.29865,0.3044,0.44330429306004615,0.4387571,0.67264074,0.12137426,0.42037101753164824,-18.24329996971195,-6.087237231404032,-12.156062738307917,261.6001984126984,4.204522274225805,411.4156027573081,24.935928344726562,17.131441116333008,1964,12.29264,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.07780945507577,10.320407431017639]}"
12311,0.137775,0.06334,0.019025,0.03475,0.02009,0.06943333,0.1939,0.23915,0.2429,0.25665,0.45629641853911795,0.5553895,0.8472185,0.2761542,0.43803326072120075,-14.350015069517308,-6.3059711343582165,-8.044043935159092,127.8829365079365,4.1688929017531295,259.51282399532647,248.297577,17.120281219482422,1949,13.058412,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05265662712041,10.320632009838668]}"
12312,0.2813,0.1644,0.0484,0.07675,0.0877,0.14093333,0.2284,0.25493333,0.270625,0.28895,0.31894581319670817,0.3151234,0.51050025,-0.01934142,0.319677850374529,-16.733464347603842,-5.137711022127382,-11.59575332547646,52.3611111111111,4.01537929034275,163.47777699042672,56.262852,17.12908363342285,1916,15.412657,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06635593520323,10.320632009838668]}"
12313,0.2639,0.1532,0.042516667,0.07,0.07075,0.13123333,0.2425,0.277,0.2976,0.3082,0.4041582881593402,0.3879518,0.6158545,0.06001779,0.39186388532707445,-17.341539657206145,-5.9965365085479565,-11.345003148658188,130.83432539682536,4.050853070612119,178.41049677975207,24.798236846923828,17.130212783813477,1897,10.027511,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0706229328028,10.320632009838668]}"
12314,0.12623334,0.05525,0.0184,0.0378,0.020133333,0.07885,0.2363,0.2849,0.287,0.30533335,0.5254108280947691,0.56894904,0.8688952,0.38904572,0.4959527553281434,-15.898350991625046,-6.342822951352417,-9.555528040272629,70.44742063492063,4.106809323028974,82.21997334811567,104.276329,17.124025344848633,1965,9.498392,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.07983066446504,10.320632009838668]}"
12315,0.2459,0.1518,0.045475,0.0669,0.072775,0.1181,0.1832,0.20476666,0.2148,0.2294,0.2709599278521742,0.2904776,0.49387118,-0.06750598,0.27049805070220495,-16.893783764396474,-5.565054044406496,-11.328729719989978,78.45734126984125,3.974572407548381,87.12478249402193,10.279376983642578,2.9861230850219727,1916,9.178181,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06276267406676,10.320856588659698]}"
12316,0.2564,0.1525,0.048013333,0.07255,0.08199,0.122425,0.19125,0.2148,0.2303725,0.24393333,0.2723189242073126,0.30597582,0.47503302,-0.05346951,0.2739832867803413,-18.14231141188322,-4.93020430900793,-13.21210710287529,73.0625,4.153960127081733,91.13737225213117,10.645873069763184,17.14035415649414,1888,0.92740995,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06950003869765,10.320856588659698]}"
12317,0.1389,0.06325,0.020185715,0.0373,0.02214,0.07395,0.19875,0.2447,0.25855,0.2641,0.4766341444140022,0.55518794,0.8422459,0.30104414,0.45423277831490394,-13.460189047653582,-6.075135620274152,-7.38505342737943,125.20734126984128,4.094134923997691,222.91168174445556,76.434898,17.123943328857422,1935,18.230722,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05243204829938,10.321081167480727]}"
12318,0.26245,0.15875,0.0469,0.070125,0.0807,0.12513334,0.1887,0.21225,0.22556667,0.23686667,0.2666879382335802,0.28637964,0.47300828,-0.07557803,0.269513808313264,-18.09201792920703,-4.767396078671007,-13.324621850536024,126.3402777777778,4.028249126976764,228.30675921989223,20.121021270751953,17.1314640045166,1903,13.768266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.064559304635,10.321081167480727]}"
12319,0.22823334,0.13565,0.038425,0.06313334,0.0652,0.11195,0.1815,0.20611666,0.22075,0.23295,0.29376493246857627,0.32702133,0.54397625,-0.016667286,0.2968700338152744,-17.423014940450685,-5.3336134914486095,-12.089401449002075,116.1597222222222,4.16670174354049,194.19313251919448,10.53866195678711,17.140541076660156,1888,2.100324,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06927545987662,10.321081167480727]}"
12320,0.2498,0.1414,0.0445,0.074,0.0725,0.1281,0.22595,0.25645,0.277925,0.28656667,0.37236938233521155,0.36900443,0.58621675,0.053294837,0.36233356307325415,-16.667085404940085,-5.708975596602626,-10.95810980833746,118.88690476190474,4.0793303695015535,228.38493047683187,13.3862886428833,2.9839510917663574,1914,9.5196495,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06253809524573,10.321305746301757]}"
12321,0.26035,0.1482,0.0449,0.07389167,0.07795,0.1341,0.2432,0.27335,0.294325,0.30915,0.37953200897292927,0.3739861,0.58122355,0.061252095,0.37208734848827546,-15.668292980117629,-5.694897513414416,-9.973395466703213,103.32936507936506,4.126454286583323,190.2068413013494,11.364845275878906,17.138343811035156,1927,6.691682,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05220746947836,10.321530325122788]}"
12322,0.2768,0.1704,0.0481,0.0676,0.0862,0.1239,0.17226666,0.19595,0.2114,0.2227,0.2288262651241771,0.26096034,0.42069894,-0.1339615,0.2354563751505576,-18.791849442269918,-5.511288555362473,-13.280560886907445,192.29067460317464,4.024420021709003,255.85471682887237,27.698923110961914,17.13020133972168,1927,18.932882,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06478388345603,10.321530325122788]}"
12323,0.284075,0.17336667,0.0504,0.0749,0.08625,0.13638334,0.20285,0.22683333,0.241025,0.25695,0.2802828657093662,0.27726376,0.47292033,-0.08198437,0.2806352198714043,-17.2081635304729,-5.307946844574072,-11.900216685898826,110.73611111111109,4.205897566250724,235.8317409139454,15.538521766662598,17.136728286743164,1937,15.412657,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06568219874015,10.321530325122788]}"
12324,0.2314,0.139,0.037433334,0.06005,0.062825,0.1107,0.1831,0.2106,0.2312,0.2426,0.31711426957515654,0.35244223,0.5726554,-4.3234628E-4,0.31807876387611705,-14.592804244983816,-4.927894346585239,-9.664909898398577,158.02083333333331,4.141906156635438,548.83893829523,10.154990196228027,17.140804290771484,1893,11.493435,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06882630223457,10.321530325122788]}"
12325,0.19684,0.10886667,0.0306,0.050933335,0.04555,0.09315,0.1844,0.2142,0.232,0.241125,0.3653589799239394,0.42703366,0.6717709,0.081988595,0.35968747029990666,-16.62365428111305,-6.330210872025194,-10.293443409087857,151.3789682539683,4.222360740093288,197.50514731355725,23.177837371826172,17.131010055541992,1955,11.108608,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.07915692800194,10.321530325122788]}"
12326,0.2616,0.1583,0.0511,0.07278,0.0839,0.1263,0.18795,0.2109,0.222,0.23575,0.25723653784318506,0.2747631,0.45145473,-0.08188583,0.25704182717487545,-14.285578628403325,-6.388110321026248,-7.897468307377077,179.7529761904762,4.237852940601886,347.00036119772085,6.552125930786133,2.990525007247925,1919,13.978259,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06208893760368,10.321754903943818]}"
12327,0.29926667,0.19325,0.051133335,0.071304165,0.093225,0.1326,0.18895,0.21105953,0.2245875,0.24358334,0.2345026061969252,0.25753284,0.41333333,-0.14255717,0.24094000291677845,-17.074133346453028,-5.784955243853004,-11.289178102600024,93.12500000000001,4.090332705700918,168.56413375533884,74.591469,17.128753662109375,1937,15.412657,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06545761991912,10.321754903943818]}"
12328,0.2778,0.1598,0.055,0.084533334,0.0897,0.14025,0.22572,0.2577,0.27256668,0.28645,0.32695243627098036,0.32052165,0.5047847,-0.009508784,0.31811506176789905,-19.476516305095572,-5.128412597627506,-14.348103707468066,162.4761904761905,4.056287506341388,175.63248574893169,17.273391723632812,17.13408660888672,1910,19.87312,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.07174582690796,10.321754903943818]}"
12329,0.15516667,0.07895,0.01906,0.03845,0.022825,0.07235,0.19566667,0.2309,0.2379,0.250775,0.4364700919171153,0.53360194,0.8249113,0.21048167,0.4240855795782469,-16.470217193394777,-6.176773784306921,-10.293443409087857,147.90376984126985,4.190405365742127,195.18465667516466,107.088631,17.12198257446289,1952,7.971324,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.07893234918092,10.321754903943818]}"
12330,0.2351,0.1306,0.0385,0.065957144,0.05905,0.122525,0.2374,0.2727,0.2778,0.3102,0.4070979121886697,0.38787234,0.6493988,0.08325208,0.39209534659890144,-14.709518682259409,-6.250221964333642,-8.459296717925767,183.14980158730157,4.160512929428347,381.65108398683515,14.587706565856934,17.136085510253906,1930,9.519666,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0517583118363,10.321979482764847]}"
12331,0.26985,0.16815,0.049033333,0.07265,0.0808,0.12435,0.1929375,0.2163,0.2285125,0.2414,0.2744437750968964,0.2951929,0.47755104,-0.082946636,0.27377403707266246,-18.024102330972,-5.473424668575651,-12.550677662396348,53.33630952380953,3.8207864875230433,102.38428189562455,22.84792137145996,17.132837295532227,1943,13.039609,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06523304109808,10.321979482764847]}"
12332,0.1788,0.09045,0.021166667,0.0425,0.02506,0.0827,0.2178,0.256875,0.27828,0.2842,0.498507731367236,0.5418029,0.8347729,0.2176424,0.47281349103228304,-13.092631688499337,-5.875534576704222,-7.217097111795114,142.30357142857144,4.045999703125473,333.70776447152275,32.652729,17.130199,1903,14.855511,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06860172341354,10.321979482764847]}"
12333,0.25686666,0.1471,0.046,0.07455,0.0757,0.13205,0.222625,0.2493,0.263575,0.27786666,0.34214454219036583,0.33244866,0.5537543,0.012889676,0.33578086533389295,-15.946104210397714,-6.197557157563223,-9.74854705283449,35.24503968253968,3.832802067234745,53.26651766030773,25.863393783569336,17.133146286010742,1927,11.031386,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05377952122556,10.322204061585877]}"
12334,0.1981,0.0994,0.0287,0.059375,0.039675,0.1127,0.26955,0.3078375,0.327925,0.337075,0.5335097714397236,0.4884539,0.78414035,0.24680385,0.49835753169735353,-14.134107451253653,-7.017931335085395,-7.116176116168258,242.03075396825398,4.212774026375328,354.9249919296235,6.163806915283203,2.9911510944366455,1929,6.5833898,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06186435878264,10.322204061585877]}"
12335,0.1458,0.0681,0.019,0.0386,0.0215,0.07575,0.20655,0.2482,0.2452,0.2669,0.454047235772034,0.5279638,0.83877015,0.25421995,0.43765487337590225,-15.583426381996787,-6.1197846727393,-9.463641709257487,182.78174603174602,4.141218510622977,171.31892872888602,85.98228454589844,17.12313461303711,1970,15.042742,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.07915692800194,10.322204061585877]}"
12336,0.26876,0.1561,0.04631111,0.07473333,0.0815,0.13566,0.2318,0.2643,0.2766,0.2941,0.3439057058467529,0.34187165,0.5448199,0.014375839,0.3410441690402929,-15.849146137064869,-6.133411017064928,-9.715735119999941,169.60714285714283,4.063319073612237,478.51400502330216,14.560721397399902,17.135481,1937,7.2540045,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05153373301526,10.322428640406907]}"
12337,0.1951,0.10985,0.0269,0.04435,0.0413,0.0882,0.1725,0.204,0.20018333,0.223575,0.3187271013204551,0.38831416,0.6579474,0.012859984,0.321416530801463,-12.93520600233432,-5.649829011615967,-7.285376990718353,118.35515873015873,4.123016056521022,141.48936877990673,37.480831,17.132654190063477,1909,14.560472,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0683771445925,10.322428640406907]}"
12338,0.1521,0.0756,0.018233333,0.036025,0.02286,0.07405,0.1899,0.2299,0.2399,0.2528,0.43747126452247986,0.5282688,0.8260009,0.22397959,0.42681838664818944,-15.462890455150864,-6.237175222521046,-9.225715232629819,141.57738095238096,4.0925641943700395,148.25688736140364,67.325699,17.125045776367188,1978,12.292657,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.07938150682297,10.322428640406907]}"
12339,0.2725,0.16345,0.047633335,0.0707,0.07825,0.12626667,0.19498572,0.21923333,0.2354,0.2488,0.29152600757417746,0.30175114,0.5010362,-0.07304588,0.28971303429460155,-16.838935587570045,-4.915499481525746,-11.9234361060443,35.60515873015873,4.054939101287456,86.10140306124049,41.90524673461914,17.130878448486328,1938,5.4156637,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05355494240453,10.322653219227936]}"
12340,0.2773,0.1723,0.0513,0.0738,0.08895,0.12984,0.18288334,0.20835,0.224175,0.237,0.24619937136362413,0.26647177,0.4318563,-0.10593747,0.24945427389626929,-14.219720134114896,-6.945357680204659,-7.2743624539102365,199.0019841269841,4.180778321567684,295.2256098040816,7.679905891418457,2.9889159202575684,1951,13.648639,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06141520114058,10.322653219227936]}"
12341,0.26234,0.14915,0.0408,0.06893333,0.06497143,0.13126,0.243275,0.2758,0.3022,0.3101,0.4278926178394054,0.39436164,0.64609754,0.07060612,0.4103488967905755,-17.241098889308564,-6.34227963905051,-10.898819250258054,245.64583333333331,4.186967135679826,394.24448361519626,40.312569,17.1273250579834,1905,10.027571,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.07241956337104,10.322653219227936]}"
12342,0.3,0.18873334,0.0549,0.078625,0.09836667,0.13845,0.1946,0.217725,0.23466666,0.24645,0.2411336464291602,0.25787288,0.40926832,-0.12219454,0.24542833717717527,-16.807544354823797,-6.165546612544123,-10.641997742279674,193.71329365079364,4.079290039045071,409.59869752299346,11.722152709960938,17.13739585876465,1942,7.719719,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05130915419423,10.322877798048967]}"
12343,0.287225,0.1827,0.055575,0.078757145,0.09625,0.13435,0.18115,0.2027,0.21891667,0.229825,0.22228599096826673,0.23938479,0.38921207,-0.13495892,0.22572072096856977,-14.766757005170717,-6.4100962436483115,-8.356660761522406,240.45238095238093,4.214149318400247,624.1806992472866,9.358772277832031,2.9869890213012695,1955,14.430456,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06119062231956,10.322877798048967]}"
12344,0.21513334,0.1244,0.03162,0.04955,0.05215,0.09133333,0.14366667,0.16515,0.1823,0.1901,0.2586343966459163,0.33244002,0.55512905,-0.082613446,0.26581115379759906,-11.965508752499309,-4.87765140034505,-7.087857352154259,129.08333333333334,4.166701743540489,233.584150211007,42.661751,17.13141632080078,1914,22.333727,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06792798695045,10.322877798048967]}"
12345,0.25545,0.15705,0.04499167,0.06615,0.07735,0.12695,0.20105417,0.22752,0.24136667,0.2541,0.29973168337714007,0.31064755,0.5146159,-0.028347157,0.30050079222348125,-16.50992306198507,-5.407304305250843,-11.102618756734227,91.61011904761902,4.036177221348298,122.65583565601446,72.054764,17.12615203857422,1988,16.200417,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.079606085644,10.322877798048967]}"
12346,0.267,0.1578,0.04645,0.06925,0.080475,0.1233,0.1845,0.20755,0.22595,0.2351,0.26733373475491695,0.29391554,0.47474912,-0.08327414,0.270592428072252,-18.23996610045055,-5.278623408203508,-12.96134269224704,37.45039682539683,3.960003621111457,39.122468663389554,54.198429,17.13056182861328,1937,2.1003342,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05310578476248,10.323102376869997]}"
12347,0.23975,0.1422,0.0445,0.06615,0.06885,0.1168,0.18536666,0.21105,0.2221,0.236875,0.2943831865807892,0.31071112,0.5267228,-0.038215857,0.29063151881640603,-19.015710303404767,-5.555350199172995,-13.460360104231771,117.67261904761904,3.991089355332921,222.420737276394,94.62606048583984,17.124649,1934,7.719725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.064559304635,10.323102376869997]}"
12348,0.319,0.2046,0.05846,0.0786,0.1006,0.14595,0.205525,0.2337,0.24993333,0.26273334,0.2638242830572721,0.26266155,0.42601752,-0.12139678,0.2633641687684058,-18.528893348900958,-5.343794212376579,-13.185099136524379,211.1299603174603,4.191093011754588,437.6882706207434,56.365203857421875,17.125349044799805,1917,16.116367,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.07264414219208,10.323102376869997]}"
12349,0.26446667,0.164,0.04345,0.06495714,0.0677,0.1214,0.1977,0.22586666,0.2393,0.2508,0.32509235964154304,0.32686442,0.55895764,-0.049957007,0.31895910753898493,-18.894619609957264,-5.108625537025242,-13.785994072932022,87.0873015873016,3.938207344743896,67.30856520846919,44.08598327636719,17.128023147583008,1975,27.968866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.07803403389678,10.323102376869997]}"
12350,0.2913625,0.1899,0.05524286,0.074842855,0.09474,0.13575,0.186525,0.20891666,0.2248,0.23708,0.23580072760593018,0.2469838,0.4070226,-0.12895647,0.23804817482050705,-16.59808077844846,-5.145339503431163,-11.452741275017296,251.15674603174602,4.238904574848817,960.0332164115498,2.0144050121307373,3.0020179748535156,1971,9.379916,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06096604349852,10.323326955691027]}"
12351,0.1948,0.1113,0.03366,0.054833334,0.0477625,0.0955,0.17043333,0.19395,0.20243333,0.217,0.3127042820700968,0.358917,0.6181991,0.019216234,0.309260918557809,-13.391205295557146,-5.124064234626021,-8.267141060931126,119.37896825396824,4.034282833942659,296.9206526360631,72.317017,17.1243839263916,1967,14.039002,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06613135638221,10.323326955691027]}"
12352,0.23005,0.13036667,0.029728571,0.04795,0.050475,0.09545,0.15356667,0.1762,0.192,0.20568,0.27817947255446773,0.3358845,0.5836684,-0.090155184,0.2859187173194491,-13.412491521368604,-6.679274346273938,-6.7332171750946666,162.02777777777774,4.156023065119113,343.98913651109433,16.81621742248535,17.133230209350586,1918,13.892831,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06770340812942,10.323326955691027]}"
12353,0.2948125,0.186975,0.05714,0.0786,0.09688,0.13536666,0.1842,0.20705,0.22555,0.2349,0.23338872013871761,0.24987301,0.39906338,-0.13310434,0.23467650879286378,-18.65973469890454,-5.5144693178381505,-13.14526538106639,46.411706349206355,3.908207845603217,64.18053095080722,12.694092750549316,17.1375732421875,1931,5.4156675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.05288120594145,10.323551534512056]}"
12354,0.21535,0.11895,0.0278,0.050966665,0.0408,0.0989,0.1925,0.2196,0.23493333,0.24716666,0.38178146215597863,0.40748876,0.70406187,0.043491125,0.3753867247759448,-12.771024587988318,-5.982741289112605,-6.788283298875713,136.34027777777777,4.047179557547662,317.35782686919265,15.718083381652832,17.135241,1924,12.053928,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06747882930839,10.323551534512056]}"
12355,0.22,0.1292,0.041875,0.0631,0.065,0.10844286,0.16892,0.19525,0.2083,0.21745,0.27895930452745044,0.31526247,0.5243322,-0.027317312,0.27796456417889537,-21.343138962730723,-5.256101468162736,-16.087037494567987,233.63194444444446,4.207596516053634,355.56232973512215,13.71418285369873,2.9837770462036133,1954,18.721035,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.06051688585646,10.323776113333086]}"
